state_id,state_name,date,day,total_positive,positive_per_100k,positive_increase,positive_increase_per_100k,population_18_plus
IN,Indiana,2020-07-07,7,48626,941.5897193103735,295,5.7123548553564,5164245
KS,Kansas,2020-07-07,7,16901,763.6923288255559,982,44.3728694696584,2213064
KY,Kentucky,2020-07-07,7,17519,505.6277386124806,367,10.5922358622513,3464802
LA,Louisiana,2020-07-07,7,68263,1916.8732470619157,1936,54.3642471955799,3561164
MA,Massachusetts,2020-07-07,7,110338,1991.7674286870614,201,3.6283533611820,5539703
MD,Maryland,2020-07-07,7,70396,1494.2921800138527,492,10.4436580568046,4710993
ME,Maine,2020-07-07,7,3440,314.0491340825474,17,1.5519869998265,1095370
MI,Michigan,2020-07-07,7,73900,942.2506197943522,631,8.0454687562955,7842924
MN,Minnesota,2020-07-07,7,39133,902.4149799087969,564,13.0059552977937,4336475
MO,Missouri,2020-07-07,7,24629,516.6731943972143,773,16.2161833313998,4766843
MS,Mississippi,2020-07-07,7,32214,1414.4046758688881,957,42.0185408457977,2277566
MT,Montana,2020-07-07,7,1327,157.9404658470108,78,9.2836144205477,840190
NC,North Carolina,2020-07-07,7,75875,926.7323849700679,1346,16.4399576958117,8187369
ND,North Dakota,2020-07-07,7,3894,669.1974957509224,51,8.7645280645344,581891
NE,Nebraska,2020-07-07,7,20046,1374.5822287624097,117,8.0228534752670,1458334
NH,New Hampshire,2020-07-07,7,5914,535.4662649009741,17,1.5392165206825,1104458
NJ,New Jersey,2020-07-07,7,173878,2504.1433766748488,267,3.8452609391193,6943612
NM,New Mexico,2020-07-07,7,13727,846.8276504928158,220,13.5719445697108,1620991
NV,Nevada,2020-07-07,7,23785,996.2232729651768,876,36.6908382223038,2387517
NY,New York,2020-07-07,7,398237,2581.7195195776902,588,3.8119287698322,15425262
OH,Ohio,2020-07-07,7,58904,646.5094537080726,948,10.4049124357472,9111081
OK,Oklahoma,2020-07-07,7,17220,573.0958457872962,858,28.5549498075203,3004733
OR,Oregon,2020-07-07,7,10605,316.4561683588592,210,6.2664587793834,3351175
PA,Pennsylvania,2020-07-07,7,91299,897.9602996879431,995,9.7862024577433,10167376
RI,Rhode Island,2020-07-07,7,17204,2012.4791487788729,41,4.7960733027164,854866
SC,South Carolina,2020-07-07,7,47352,1172.7959488112909,972,24.0741185640432,4037531
SD,South Dakota,2020-07-07,7,7163,1073.0153784390270,58,8.6883836310852,667558
TN,Tennessee,2020-07-07,7,53514,1006.0681055880828,1359,25.5493245785066,5319123
TX,Texas,2020-07-07,7,210585,975.1079258815180,10028,46.4343722522490,21596071
UT,Utah,2020-07-07,7,26033,1144.4213798821333,564,24.7936718109140,2274774
VA,Virginia,2020-07-07,7,66740,999.8994707005034,638,9.5585235586893,6674671
VT,Vermont,2020-07-07,7,1256,246.2822363054527,3,0.5882537491372,509984
WA,Washington,2020-07-07,7,41172,691.7533962652172,1047,17.5912223328884,5951832
WI,Wisconsin,2020-07-07,7,35765,785.0368658931388,535,11.7431769398247,4555837
WV,West Virginia,2020-07-07,7,3461,241.5920925881975,19,1.3262784626338,1432580
WY,Wyoming,2020-07-07,7,1711,384.4727824279535,36,8.0894331779114,445025
AK,Alaska,2020-07-08,8,1226,222.2778218949094,40,7.2521312200623,551562
AL,Alabama,2020-07-08,8,46962,1231.0220062025558,1177,30.8528789510755,3814879
AR,Arkansas,2020-07-08,8,24512,1057.6234796554612,259,11.1751175436833,2317649
AZ,Arizona,2020-07-08,8,108614,1926.2989446980490,3520,62.4281610596897,5638481
CA,California,2020-07-08,8,289468,945.4306352474209,11694,38.1937410994768,30617582
CO,Colorado,2020-07-08,8,35116,780.4913610523787,452,10.0461924819363,4499217
CT,Connecticut,2020-07-08,8,47108,1659.9908310772216,75,2.6428486102316,2837847
DC,Delaware,2020-07-08,8,10642,1381.7333859609033,73,9.4781560961423,770192
DE,District of Columbia,2020-07-08,8,12462,2157.6194507783324,48,8.3105226799358,577581
FL,Florida,2020-07-08,8,219869,1274.7648860655221,9947,57.6710965242656,17247808
GA,Georgia,2020-07-08,8,103890,1280.4518667679295,3420,42.1517507396893,8113542
HI,Hawaii,2020-07-08,8,1071,95.9673979663155,41,3.6738219576274,1116004
IA,Iowa,2020-07-08,8,32509,1338.7946523989294,480,19.7674930988799,2428229
ID,Idaho,2020-07-08,8,8539,637.7794906726897,487,36.3741201496194,1338864
IL,Illinois,2020-07-08,8,150554,1527.8549324301148,980,9.9452544188897,9853946
IN,Indiana,2020-07-08,8,49063,950.0517500622066,437,8.4620307518330,5164245
KS,Kansas,2020-07-08,8,17618,796.0908496094103,717,32.3985207838544,2213064
KY,Kentucky,2020-07-08,8,17919,517.1724098519915,400,11.5446712395109,3464802
LA,Louisiana,2020-07-08,8,70151,1969.8896203600845,1888,53.0163732981688,3561164
MA,Massachusetts,2020-07-08,8,110602,1996.5330271315989,264,4.7655984445376,5539703
MD,Maryland,2020-07-08,8,70861,1504.1627104943692,465,9.8705304805165,4710993
ME,Maine,2020-07-08,8,3460,315.8750011411669,20,1.8258670586195,1095370
MI,Michigan,2020-07-08,8,74551,950.5510954842862,651,8.3004756899340,7842924
MN,Minnesota,2020-07-08,8,39589,912.9304331282897,456,10.5154532194928,4336475
MO,Missouri,2020-07-08,8,25204,528.7356852323435,575,12.0624908351292,4766843
MS,Mississippi,2020-07-08,8,32888,1443.9976711981124,674,29.5929953292243,2277566
MT,Montana,2020-07-08,8,1371,163.1773765457813,44,5.2369106987705,840190
NC,North Carolina,2020-07-08,8,77310,944.2593829592877,1435,17.5269979892197,8187369
ND,North Dakota,2020-07-08,8,3967,681.7428006276090,73,12.5453048766865,581891
NE,Nebraska,2020-07-08,8,20201,1385.2107953322078,155,10.6285665697981,1458334
NH,New Hampshire,2020-07-08,8,5932,537.0960235699320,18,1.6297586689580,1104458
NJ,New Jersey,2020-07-08,8,174039,2506.4620546194113,161,2.3186779445626,6943612
NM,New Mexico,2020-07-08,8,14017,864.7179410619800,290,17.8902905691642,1620991
NV,Nevada,2020-07-08,8,24301,1017.8356845207804,516,21.6124115556036,2387517
NY,New York,2020-07-08,8,398929,2586.2056670415063,692,4.4861474638162,15425262
OH,Ohio,2020-07-08,8,60181,660.5253536874494,1277,14.0158999793768,9111081
OK,Oklahoma,2020-07-08,8,17893,595.4938425477405,673,22.3979967604443,3004733
OR,Oregon,2020-07-08,8,10817,322.7823076980462,212,6.3261393391870,3351175
PA,Pennsylvania,2020-07-08,8,92148,906.3105367599270,849,8.3502370719840,10167376
RI,Rhode Island,2020-07-08,8,17204,2012.4791487788729,41,4.7960733027164,854866
SC,South Carolina,2020-07-08,8,48909,1211.3591202148045,1557,38.5631714035137,4037531
SD,South Dakota,2020-07-08,8,7242,1084.8495561434362,79,11.8341777044092,667558
TN,Tennessee,2020-07-08,8,55986,1052.5419321944614,2472,46.4738266063785,5319123
TX,Texas,2020-07-08,8,220564,1021.3154050104762,9979,46.2074791289582,21596071
UT,Utah,2020-07-08,8,26755,1176.1607966329842,722,31.7394167508509,2274774
VA,Virginia,2020-07-08,8,67375,1009.4130482236503,635,9.5135775231468,6674671
VT,Vermont,2020-07-08,8,1258,246.6744054715442,2,0.3921691660915,509984
WA,Washington,2020-07-08,8,42132,707.8828837910747,960,16.1294875258576,5951832
WI,Wisconsin,2020-07-08,8,36410,799.1945278112452,645,14.1576619181064,4555837
WV,West Virginia,2020-07-08,8,3707,258.7639084728253,246,17.1718158846277,1432580
WY,Wyoming,2020-07-08,8,1740,390.9892702657154,29,6.5164878377619,445025
AK,Alaska,2020-07-09,9,1273,230.7990760784826,47,8.5212541835732,551562
AL,Alabama,2020-07-09,9,49174,1289.0054966356731,2212,57.9834904331173,3814879
AR,Arkansas,2020-07-09,9,26052,1124.0701245097942,1540,66.4466448543330,2317649
AZ,Arizona,2020-07-09,9,112671,1998.2509473739470,4057,71.9520026758980,5638481
CA,California,2020-07-09,9,296499,968.3945649267797,7031,22.9639296793587,30617582
CO,Colorado,2020-07-09,9,35525,789.5818316831573,409,9.0904706307786,4499217
CT,Connecticut,2020-07-09,9,47209,1663.5498672056668,101,3.5590361284453,2837847
DC,Delaware,2020-07-09,9,10679,1386.5373828863452,37,4.8039969254420,770192
DE,District of Columbia,2020-07-09,9,12531,2169.5658271307401,69,11.9463763524077,577581
FL,Florida,2020-07-09,9,228759,1326.3076676178213,8890,51.5427815522993,17247808
GA,Georgia,2020-07-09,9,106727,1315.4180997645664,2837,34.9662329966370,8113542
HI,Hawaii,2020-07-09,9,1094,98.0283224791309,23,2.0609245128154,1116004
IA,Iowa,2020-07-09,9,33240,1368.8988970974319,731,30.1042446985025,2428229
ID,Idaho,2020-07-09,9,8969,669.8962702709162,430,32.1167795982266,1338864
IL,Illinois,2020-07-09,9,151572,1538.1858191632063,1018,10.3308867330915,9853946
IN,Indiana,2020-07-09,9,49575,959.9660744213336,512,9.9143243591270,5164245
KS,Kansas,2020-07-09,9,17618,796.0908496094103,717,32.3985207838544,2213064
KY,Kentucky,2020-07-09,9,18245,526.5813169121930,326,9.4089070602014,3464802
LA,Louisiana,2020-07-09,9,71994,2021.6423618794304,1843,51.7527415193459,3561164
MA,Massachusetts,2020-07-09,9,110897,2001.8582223631845,295,5.3251952315855,5539703
MD,Maryland,2020-07-09,9,71447,1516.6017015945471,586,12.4389911001778,4710993
ME,Maine,2020-07-09,9,3486,318.2486283173722,26,2.3736271762053,1095370
MI,Michigan,2020-07-09,9,75063,957.0792729854325,512,6.5281775011463,7842924
MN,Minnesota,2020-07-09,9,40163,926.1669904703705,574,13.2365573420808,4336475
MO,Missouri,2020-07-09,9,25999,545.4133899522179,795,16.6777047198743,4766843
MS,Mississippi,2020-07-09,9,33591,1474.8639556438760,703,30.8662844457636,2277566
MT,Montana,2020-07-09,9,1466,174.4843428272177,95,11.3069662814363,840190
NC,North Carolina,2020-07-09,9,79349,969.1635982206250,2039,24.9042152613373,8187369
ND,North Dakota,2020-07-09,9,4066,698.7562962822934,99,17.0134956546845,581891
NE,Nebraska,2020-07-09,9,20425,1400.5707883104968,224,15.3599929782889,1458334
NH,New Hampshire,2020-07-09,9,5952,538.9068665354409,20,1.8108429655089,1104458
NJ,New Jersey,2020-07-09,9,174240,2509.3568016185236,201,2.8947469991123,6943612
NM,New Mexico,2020-07-09,9,14251,879.1535548315814,234,14.4356137696014,1620991
NV,Nevada,2020-07-09,9,24904,1043.0920491875032,603,25.2563646667228,2387517
NY,New York,2020-07-09,9,399513,2589.9916643231084,584,3.7859972816021,15425262
OH,Ohio,2020-07-09,9,61331,673.1473466211090,1150,12.6219929336596,9111081
OK,Oklahoma,2020-07-09,9,18496,615.5621813984803,603,20.0683388507398,3004733
OR,Oregon,2020-07-09,9,11188,333.8530515416235,371,11.0707438435773,3351175
PA,Pennsylvania,2020-07-09,9,92867,913.3821745158239,719,7.0716377558969,10167376
RI,Rhode Island,2020-07-09,9,17243,2017.0412672863349,39,4.5621185074620,854866
SC,South Carolina,2020-07-09,9,50691,1255.4950042488838,1782,44.1358840340792,4037531
SD,South Dakota,2020-07-09,9,7336,1098.9307296145054,94,14.0811734710692,667558
TN,Tennessee,2020-07-09,9,57591,1082.7160793236028,1605,30.1741471291414,5319123
TX,Texas,2020-07-09,9,230346,1066.6106811743673,9782,45.2952761638911,21596071
UT,Utah,2020-07-09,9,27356,1202.5810036513517,601,26.4202070183675,2274774
VA,Virginia,2020-07-09,9,67988,1018.5970214861527,613,9.1839732625024,6674671
VT,Vermont,2020-07-09,9,1272,249.4195896341846,14,2.7451841626404,509984
WA,Washington,2020-07-09,9,42974,722.0297884752123,842,14.1469046841376,5951832
WI,Wisconsin,2020-07-09,9,37210,816.7544185623849,800,17.5598907511397,4555837
WV,West Virginia,2020-07-09,9,3826,267.0705998966899,119,8.3066914238646,1432580
WY,Wyoming,2020-07-09,9,1774,398.6292904892984,34,7.6400202235829,445025
AK,Alaska,2020-07-10,10,1323,239.8642401035604,50,9.0651640250779,551562
AL,Alabama,2020-07-10,10,50508,1323.9738403236380,1334,34.9683436879649,3814879
AR,Arkansas,2020-07-10,10,26803,1156.4736506692774,751,32.4035261594832,2317649
AZ,Arizona,2020-07-10,10,116892,2073.1115348264896,4221,74.8605874525426,5638481
CA,California,2020-07-10,10,304297,993.8635911875732,7798,25.4690262607936,30617582
CO,Colorado,2020-07-10,10,36191,804.3844073313201,666,14.8025756481628,4499217
CT,Connecticut,2020-07-10,10,47287,1666.2984297603077,78,2.7485625546409,2837847
DC,Delaware,2020-07-10,10,10743,1394.8469991898124,64,8.3096163034672,770192
DE,District of Columbia,2020-07-10,10,12652,2190.5152697197449,121,20.9494425890048,577581
FL,Florida,2020-07-10,10,240009,1391.5333473099886,11250,65.2256796921673,17247808
GA,Georgia,2020-07-10,10,111211,1370.6837285121591,4484,55.2656287475926,8113542
HI,Hawaii,2020-07-10,10,1130,101.2541173687550,36,3.2257948896241,1116004
IA,Iowa,2020-07-10,10,33984,1399.5385114006957,744,30.6396143032638,2428229
ID,Idaho,2020-07-10,10,9428,704.1790652373953,459,34.2827949664790,1338864
IL,Illinois,2020-07-10,10,152899,1551.6525055038865,1327,13.4666863406802,9853946
IN,Indiana,2020-07-10,10,50300,974.0049126251756,725,14.0388382038420,5164245
KS,Kansas,2020-07-10,10,18611,840.9607675150832,993,44.8699179056729,2213064
KY,Kentucky,2020-07-10,10,18670,538.8475301041733,425,12.2662131919804,3464802
LA,Louisiana,2020-07-10,10,74636,2095.8315876494315,2642,74.1892257700010,3561164
MA,Massachusetts,2020-07-10,10,111110,2005.7031938354818,213,3.8449714722973,5539703
MD,Maryland,2020-07-10,10,71910,1526.4297781805237,463,9.8280765859767,4710993
ME,Maine,2020-07-10,10,3499,319.4354419054749,13,1.1868135881027,1095370
MI,Michigan,2020-07-10,10,75685,965.0099886215906,622,7.9307156361581,7842924
MN,Minnesota,2020-07-10,10,40767,940.0953539453127,604,13.9283634749422,4336475
MO,Missouri,2020-07-10,10,25999,545.4133899522179,795,16.6777047198743,4766843
MS,Mississippi,2020-07-10,10,34622,1520.1315790629119,1031,45.2676234190359,2277566
MT,Montana,2020-07-10,10,1593,189.5999714350326,127,15.1156286078149,840190
NC,North Carolina,2020-07-10,10,81331,993.3716191367459,1982,24.2080209161209,8187369
ND,North Dakota,2020-07-10,10,4150,713.1919895650560,84,14.4356932827626,581891
NE,Nebraska,2020-07-10,10,20623,1414.1479249609486,198,13.5771366504518,1458334
NH,New Hampshire,2020-07-10,10,5973,540.8082516492252,21,1.9013851137843,1104458
NJ,New Jersey,2020-07-10,10,174628,2514.9446714476558,388,5.5878698291322,6943612
NM,New Mexico,2020-07-10,10,14549,897.5373706578260,298,18.3838158262446,1620991
NV,Nevada,2020-07-10,10,25908,1085.1441057801892,1004,42.0520565926860,2387517
NY,New York,2020-07-10,10,400299,2595.0872017603331,786,5.0955374372247,15425262
OH,Ohio,2020-07-10,10,62856,689.8852068157445,1525,16.7378601946355,9111081
OK,Oklahoma,2020-07-10,10,19092,635.3975544582497,596,19.8353730597694,3004733
OR,Oregon,2020-07-10,10,11454,341.7905659955090,266,7.9375144538856,3351175
PA,Pennsylvania,2020-07-10,10,93876,923.3060722845304,1009,9.9238977687065,10167376
RI,Rhode Island,2020-07-10,10,17312,2025.1127077226138,69,8.0714404362789,854866
SC,South Carolina,2020-07-10,10,52419,1298.2934372516273,1728,42.7984330027435,4037531
SD,South Dakota,2020-07-10,10,7401,1108.6677112700320,65,9.7369816555266,667558
TN,Tennessee,2020-07-10,10,59546,1119.4702585369806,1955,36.7541792133778,5319123
TX,Texas,2020-07-10,10,240111,1111.8272393158922,9765,45.2165581415249,21596071
UT,Utah,2020-07-10,10,28223,1240.6946799989801,867,38.1136763476284,2274774
VA,Virginia,2020-07-10,10,68931,1032.7250586583219,943,14.1280371721692,6674671
VT,Vermont,2020-07-10,10,1277,250.4000125494133,5,0.9804229152287,509984
WA,Washington,2020-07-10,10,43815,736.1598916098438,841,14.1301031346315,5951832
WI,Wisconsin,2020-07-10,10,38099,836.2678471595889,889,19.5134285972040,4555837
WV,West Virginia,2020-07-10,10,3983,278.0298482458222,157,10.9592483491323,1432580
WY,Wyoming,2020-07-10,10,1790,402.2245941239256,16,3.5953036346273,445025
AK,Alaska,2020-07-11,11,1386,251.2863467751585,63,11.4221066715981,551562
AL,Alabama,2020-07-11,11,51947,1361.6945648865927,1439,37.7207245629547,3814879
AR,Arkansas,2020-07-11,11,26803,1156.4736506692774,751,32.4035261594832,2317649
AZ,Arizona,2020-07-11,11,119930,2126.9912942865286,3038,53.8797594600390,5638481
CA,California,2020-07-11,11,312344,1020.1458756605927,8047,26.2822844730195,30617582
CO,Colorado,2020-07-11,11,36591,813.2748431560425,400,8.8904358247224,4499217
CT,Connecticut,2020-07-11,11,47287,1666.2984297603077,78,2.7485625546409,2837847
DC,Delaware,2020-07-11,11,10801,1402.3775889648295,58,7.5305897750171,770192
DE,District of Columbia,2020-07-11,11,12743,2206.2706356337899,91,15.7553659140450,577581
FL,Florida,2020-07-11,11,250283,1451.1003369239732,10274,59.5669896139846,17247808
GA,Georgia,2020-07-11,11,114401,1410.0007123892376,3190,39.3169838770786,8113542
HI,Hawaii,2020-07-11,11,1158,103.7630689495737,28,2.5089515808187,1116004
IA,Iowa,2020-07-11,11,34647,1426.8423612435236,663,27.3038498428278,2428229
ID,Idaho,2020-07-11,11,9928,741.5241577934727,500,37.3450925560774,1338864
IL,Illinois,2020-07-11,11,154094,1563.7796269636550,1195,12.1271214597685,9853946
IN,Indiana,2020-07-11,11,51079,989.0894022262693,779,15.0844896010937,5164245
KS,Kansas,2020-07-11,11,18611,840.9607675150832,993,44.8699179056729,2213064
KY,Kentucky,2020-07-11,11,19121,551.8641469267219,451,13.0166168225486,3464802
LA,Louisiana,2020-07-11,11,76803,2156.6824779763021,2167,60.8508903268707,3561164
MA,Massachusetts,2020-07-11,11,111398,2010.9020285022500,288,5.1988346667682,5539703
MD,Maryland,2020-07-11,11,72467,1538.2531878098736,557,11.8234096293499,4710993
ME,Maine,2020-07-11,11,3520,321.3526023170253,21,1.9171604115504,1095370
MI,Michigan,2020-07-11,11,76370,973.7439760987101,685,8.7339874771195,7842924
MN,Minnesota,2020-07-11,11,41571,958.6357583059974,804,18.5404043606847,4336475
MO,Missouri,2020-07-11,11,27133,569.2027197035858,1134,23.7893297513679,4766843
MS,Mississippi,2020-07-11,11,35419,1555.1250765071133,797,34.9934974442014,2277566
MT,Montana,2020-07-11,11,1677,199.5977100417763,84,9.9977386067437,840190
NC,North Carolina,2020-07-11,11,83793,1023.4423292757417,2462,30.0707101389958,8187369
ND,North Dakota,2020-07-11,11,4238,728.3150968136644,88,15.1231072486084,581891
NE,Nebraska,2020-07-11,11,20777,1424.7079201335222,154,10.5599951725736,1458334
NH,New Hampshire,2020-07-11,11,5991,542.4380103181832,18,1.6297586689580,1104458
NJ,New Jersey,2020-07-11,11,174959,2519.7116428740546,331,4.7669714263988,6943612
NM,New Mexico,2020-07-11,11,14773,911.3560778560769,224,13.8187071982509,1620991
NV,Nevada,2020-07-11,11,26838,1124.0967080024980,930,38.9526022223088,2387517
NY,New York,2020-07-11,11,401029,2599.8196983623358,730,4.7324966020026,15425262
OH,Ohio,2020-07-11,11,64214,704.7901341234920,1358,14.9049273077476,9111081
OK,Oklahoma,2020-07-11,11,19779,658.2614828006349,687,22.8639283423852,3004733
OR,Oregon,2020-07-11,11,11851,353.6371571165338,397,11.8465911210247,3351175
PA,Pennsylvania,2020-07-11,11,94689,931.3022356997518,813,7.9961634152214,10167376
RI,Rhode Island,2020-07-11,11,17312,2025.1127077226138,69,8.0714404362789,854866
SC,South Carolina,2020-07-11,11,54699,1354.7635919080250,2280,56.4701546563977,4037531
SD,South Dakota,2020-07-11,11,7454,1116.6070963122305,53,7.9393850421986,667558
TN,Tennessee,2020-07-11,11,61006,1146.9183923740812,1460,27.4481338371006,5319123
TX,Texas,2020-07-11,11,250462,1159.7572539930990,10351,47.9300146772068,21596071
UT,Utah,2020-07-11,11,28855,1268.4776597587277,632,27.7829797597476,2274774
VA,Virginia,2020-07-11,11,69782,1045.4747507405234,851,12.7496920822015,6674671
VT,Vermont,2020-07-11,11,1282,251.3804354646420,5,0.9804229152287,509984
WA,Washington,2020-07-11,11,44341,744.9975066500533,526,8.8376150402095,5951832
WI,Wisconsin,2020-07-11,11,39080,857.8006631931739,981,21.5328160335850,4555837
WV,West Virginia,2020-07-11,11,4074,284.3820240405422,91,6.3521757947200,1432580
WY,Wyoming,2020-07-11,11,1839,413.2352115049716,49,11.0106173810460,445025
AK,Alaska,2020-07-12,12,1478,267.9662485813018,92,16.6799018061433,551562
AL,Alabama,2020-07-12,12,53587,1404.6841328388135,1640,42.9895679522208,3814879
AR,Arkansas,2020-07-12,12,28367,1223.9558276512103,1564,67.4821769819330,2317649
AZ,Arizona,2020-07-12,12,122467,2171.9856819593788,2537,44.9943876728502,5638481
CA,California,2020-07-12,12,320804,1047.7770582928462,8460,27.6311826322536,30617582
CO,Colorado,2020-07-12,12,36913,820.4316439949440,322,7.1568008389015,4499217
CT,Connecticut,2020-07-12,12,47287,1666.2984297603077,78,2.7485625546409,2837847
DC,Delaware,2020-07-12,12,10847,1408.3501256829466,46,5.9725367181170,770192
DE,District of Columbia,2020-07-12,12,12804,2216.8319248728750,61,10.5612892390851,577581
FL,Florida,2020-07-12,12,265432,1538.9317877378969,15149,87.8314508139237,17247808
